"","Breakout","Immersion","Peak","Frustration","Invangelist"
"864","0",4.15035714285714,4.15677419354839,1.45655172413793,6
"865","0",4.08806451612903,4.35827586206897,1.5041935483871,4
"866","0",4.19266666666667,4.04166666666667,1.445,6
"867","1",4.151,4.23678571428571,1.43965517241379,5
"868","1",4.10344827586207,4.35827586206897,1.46741935483871,4
"869","1",4.27266666666667,4.09833333333333,1.43866666666667,6
"870","0",4.123,4.08176470588235,1.43791666666667,7
"871","1",4.22357142857143,4.01785714285714,1.49928571428571,2
"872","1",4.24448275862069,3.968,1.45392857142857,2
"873","1",4.24448275862069,4.09833333333333,1.43866666666667,6
"874","1",4.10344827586207,4.17967741935484,1.41965517241379,6
"875","0",4.03588235294118,4.15677419354839,1.5041935483871,6
"876","0",4.03588235294118,4.17967741935484,1.45678571428571,2
"877","1",4.09096774193548,4.25366666666667,1.43866666666667,2
"878","0",4.13034482758621,4.17967741935484,1.45655172413793,4
"879","1",4.19125,4.19791666666667,1.41965517241379,6
"880","0",4.15035714285714,4.35827586206897,1.43965517241379,8
"881","0",4.119,4.05461538461538,1.49066666666667,9
"882","1",4.18827586206897,4.04206896551724,1.45392857142857,5
"883","1",4.10344827586207,4.08176470588235,1.43965517241379,7
"884","0",4.19266666666667,4.23678571428571,1.43965517241379,8
"885","1",4.234,4.01785714285714,1.46571428571429,7
"886","1",4.24448275862069,4.01785714285714,1.49066666666667,3
"887","1",4.06230769230769,4.00066666666667,1.50423076923077,3
"888","1",4.09096774193548,3.91892857142857,1.49066666666667,3
"889","0",3.98612903225806,4.18071428571429,1.50423076923077,2
"890","1",4.18827586206897,4.04166666666667,1.445,6
"891","0",4.01964285714286,4.11137931034483,1.46033333333333,2
"892","1",4.06230769230769,4.23612903225806,1.50423076923077,9
"893","0",4.01964285714286,4.11137931034483,1.48529411764706,5
"894","0",4.19266666666667,4.04166666666667,1.45392857142857,6
"895","1",4.09096774193548,4.25366666666667,1.473,6
"896","1",4.27266666666667,4.07310344827586,1.45655172413793,6
"897","1",4.16733333333333,4.23678571428571,1.45233333333333,6
"898","0",4.13034482758621,4.08176470588235,1.45233333333333,5
"899","0",4.03588235294118,3.91892857142857,1.46033333333333,3
"900","0",4.13034482758621,4.15677419354839,1.50333333333333,5
"901","1",4.16733333333333,4.323,1.43965517241379,7
"902","1",4.16733333333333,4.04166666666667,1.445,8
"903","0",4.08806451612903,4.01214285714286,1.56516129032258,3
"904","0",4.115,4.23612903225806,1.43965517241379,5
"905","1",4.19125,4.04206896551724,1.472,5
"906","0",4.08806451612903,4.18071428571429,1.45678571428571,6
"907","0",4.115,4.05461538461538,1.472,5
"908","1",4.09096774193548,4.11137931034483,1.46741935483871,5
"909","0",4.123,4.35827586206897,1.46741935483871,2
"910","1",4.24448275862069,4.26666666666667,1.43766666666667,6
"911","1",4.09096774193548,4.08176470588235,1.45655172413793,6
"912","1",4.09096774193548,4.25366666666667,1.43965517241379,5
"913","1",4.18827586206897,4.23678571428571,1.50333333333333,6
"914","1",4.151,4.19791666666667,1.43965517241379,6
"915","0",4.13034482758621,4.00066666666667,1.46571428571429,7
"916","1",4.22357142857143,3.968,1.49928571428571,7
"917","0",4.03588235294118,4.00066666666667,1.46033333333333,7
"918","0",4.03588235294118,4.35827586206897,1.5041935483871,5
"919","0",4.03588235294118,4.25366666666667,1.48529411764706,9
"920","0",4.123,4.00066666666667,1.46571428571429,3
"921","0",4.08806451612903,4.17967741935484,1.45678571428571,7
"922","0",4.123,4.25366666666667,1.43965517241379,4
"923","1",4.06230769230769,4.08176470588235,1.50423076923077,4
"924","1",4.19125,4.19791666666667,1.50333333333333,5
"925","1",4.22357142857143,3.968,1.445,7
"926","0",4.115,4.23612903225806,1.50333333333333,5
"927","1",4.10344827586207,4.056,1.472,6
"928","1",4.151,4.23678571428571,1.43866666666667,5
"929","1",4.10344827586207,4.00066666666667,1.48931034482759,3
"930","0",4.19266666666667,4.04206896551724,1.49928571428571,8
"931","1",4.10344827586207,4.056,1.445,5
"932","1",4.10344827586207,4.18071428571429,1.473,7
"933","1",4.10344827586207,4.25366666666667,1.50333333333333,6
"934","0",4.13034482758621,4.08176470588235,1.43965517241379,5
"935","0",3.98612903225806,4.35827586206897,1.50423076923077,6
"936","1",4.27266666666667,4.09833333333333,1.473,8
"937","1",4.19125,4.19791666666667,1.41965517241379,6
"938","1",4.18827586206897,4.04206896551724,1.48931034482759,8
"939","0",4.15035714285714,4.01214285714286,1.49066666666667,7
"940","0",4.15035714285714,4.05461538461538,1.48931034482759,7
"941","1",4.22357142857143,4.07310344827586,1.45655172413793,5
"942","0",4.13034482758621,4.00066666666667,1.49928571428571,3
"943","0",4.115,4.18071428571429,1.43766666666667,2
"944","0",4.03588235294118,4.11137931034483,1.46033333333333,5
"945","1",4.27266666666667,4.01785714285714,1.45392857142857,3
"946","1",4.27266666666667,4.26666666666667,1.473,6
"947","1",4.09096774193548,4.15677419354839,1.46178571428571,4
"948","1",4.24448275862069,4.09833333333333,1.473,6
"949","0",4.119,4.08176470588235,1.43766666666667,5
"950","0",4.15035714285714,4.23612903225806,1.43766666666667,8
"951","1",4.24448275862069,4.01785714285714,1.472,3
"952","0",4.08806451612903,4.00066666666667,1.50423076923077,3
"953","0",4.19266666666667,4.23678571428571,1.473,6
"954","1",4.22357142857143,4.07310344827586,1.43965517241379,6
"955","1",4.234,4.09833333333333,1.50333333333333,6
"956","0",4.08806451612903,4.08176470588235,1.46033333333333,6
"957","1",4.16733333333333,4.23678571428571,1.45233333333333,5
"958","0",4.19266666666667,4.25666666666667,1.43766666666667,6
"959","0",4.18,4.23678571428571,1.45655172413793,6
"960","1",4.18827586206897,4.323,1.473,6
"961","1",4.234,3.968,1.46571428571429,7
"962","0",4.115,4.15677419354839,1.46741935483871,9
"963","1",4.18827586206897,4.323,1.41965517241379,8
"964","0",4.119,4.11137931034483,1.46741935483871,9
"965","0",4.01964285714286,4.08176470588235,1.50423076923077,6
"966","1",4.27266666666667,4.09833333333333,1.43965517241379,6
"967","1",4.151,4.323,1.43766666666667,6
"968","0",4.115,4.18071428571429,1.473,4
"969","0",4.15035714285714,4.056,1.45392857142857,5
"970","0",4.18,4.323,1.45655172413793,8
"971","0",4.15035714285714,4.00066666666667,1.46571428571429,7
"972","1",4.19125,4.04166666666667,1.49066666666667,7
"973","1",4.10344827586207,4.35827586206897,1.43766666666667,4
"974","1",4.05866666666667,4.18071428571429,1.46033333333333,7
"975","0",4.18,4.323,1.43766666666667,6
"976","0",4.123,4.25366666666667,1.43791666666667,5
"977","0",4.119,4.25366666666667,1.43791666666667,4
"978","1",4.24448275862069,4.26666666666667,1.45233333333333,5
"979","0",4.08806451612903,4.35827586206897,1.56516129032258,5
"980","1",4.16733333333333,4.25666666666667,1.46178571428571,8
"981","1",4.10344827586207,3.91892857142857,1.45392857142857,2
"982","0",4.119,4.056,1.472,2
"983","0",3.98612903225806,4.11137931034483,1.48529411764706,5
"984","1",4.234,4.07310344827586,1.46741935483871,6
"985","0",4.115,4.17967741935484,1.43965517241379,9
"986","0",4.123,4.23612903225806,1.43866666666667,5
"987","0",4.08806451612903,4.35827586206897,1.50423076923077,2
"988","1",4.21766666666667,4.01785714285714,1.48931034482759,7
"989","1",4.22357142857143,4.07310344827586,1.43965517241379,8
"990","0",4.08806451612903,3.91892857142857,1.46033333333333,2
"991","0",4.15035714285714,4.056,1.445,5
"992","0",4.01964285714286,4.00066666666667,1.46033333333333,7
"993","0",4.15035714285714,4.00066666666667,1.46571428571429,2
"994","1",4.234,3.968,1.49066666666667,2
"995","1",4.16733333333333,4.19791666666667,1.43965517241379,6
"996","1",4.21766666666667,4.01785714285714,1.49066666666667,2
"997","0",4.03588235294118,4.11137931034483,1.45678571428571,5
"998","1",4.22357142857143,4.26666666666667,1.43965517241379,7
"999","1",4.19125,4.04206896551724,1.45392857142857,6
"1000","1",4.24448275862069,4.26666666666667,1.43766666666667,6
"1001","1",4.234,4.09833333333333,1.45233333333333,8
"1002","1",4.10344827586207,4.25366666666667,1.43866666666667,9
"1003","1",4.151,4.323,1.45655172413793,8
"1004","1",4.21766666666667,4.01785714285714,1.445,3
"1005","1",4.09096774193548,4.00066666666667,1.49066666666667,3
"1006","0",4.13034482758621,4.08176470588235,1.45655172413793,4
"1007","0",4.119,4.01214285714286,1.49928571428571,2
"1008","0",4.08806451612903,4.23612903225806,1.45678571428571,5
"1009","1",4.16733333333333,4.25666666666667,1.43766666666667,5
"1010","1",4.16733333333333,4.23678571428571,1.43866666666667,5
"1011","1",4.27266666666667,4.07310344827586,1.45655172413793,6
"1012","0",3.98612903225806,4.00066666666667,1.48529411764706,3
"1013","0",4.03588235294118,4.00066666666667,1.46033333333333,7
"1014","1",4.10344827586207,3.91892857142857,1.472,7
"1015","0",4.123,4.00066666666667,1.48931034482759,2
"1016","1",4.06230769230769,4.15677419354839,1.46033333333333,9
"1017","0",3.98612903225806,4.00066666666667,1.50423076923077,3
"1018","1",4.10344827586207,4.05461538461538,1.49928571428571,7
"1019","1",4.234,4.07310344827586,1.45655172413793,6
"1020","1",4.27266666666667,4.26666666666667,1.45655172413793,8
"1021","1",4.24448275862069,4.07310344827586,1.45233333333333,6
"1022","0",4.13034482758621,4.35827586206897,1.473,2
"1023","1",4.05866666666667,4.35827586206897,1.5041935483871,4
"1024","1",4.22357142857143,4.01785714285714,1.445,3
"1025","0",4.123,4.08176470588235,1.45233333333333,7
"1026","0",4.19266666666667,4.19791666666667,1.43965517241379,6
"1027","1",4.16733333333333,4.25666666666667,1.43766666666667,5
"1028","0",4.123,4.11137931034483,1.43866666666667,6
"1029","1",4.22357142857143,4.07310344827586,1.50333333333333,6
"1030","1",4.09096774193548,3.91892857142857,1.49066666666667,7
"1031","0",4.119,4.17967741935484,1.43866666666667,5
"1032","1",4.22357142857143,3.968,1.445,3
"1033","1",4.151,4.19791666666667,1.45655172413793,6
"1034","0",4.123,4.08176470588235,1.46741935483871,5
"1035","0",4.13034482758621,4.00066666666667,1.445,7
"1036","1",4.24448275862069,4.01785714285714,1.49928571428571,7
"1037","0",4.03588235294118,4.35827586206897,1.46033333333333,4
"1038","0",4.13034482758621,4.11137931034483,1.46178571428571,2
"1039","1",4.18827586206897,4.25666666666667,1.43866666666667,5
"1040","1",4.19125,4.25666666666667,1.45655172413793,6
"1041","0",4.03588235294118,4.00066666666667,1.45678571428571,3
"1042","0",4.119,4.056,1.45392857142857,9
"1043","0",4.08806451612903,4.01214285714286,1.56516129032258,3
"1044","0",4.08806451612903,4.15677419354839,1.56516129032258,5
"1045","1",4.05866666666667,4.01214285714286,1.5041935483871,2
"1046","1",4.22357142857143,4.01785714285714,1.48931034482759,2
"1047","1",4.22357142857143,3.968,1.445,7
"1048","1",4.10344827586207,4.23612903225806,1.43866666666667,2
"1049","0",4.19266666666667,4.04206896551724,1.445,6
"1050","0",4.115,4.11137931034483,1.43791666666667,6
"1051","0",4.15035714285714,4.15677419354839,1.473,6
"1052","0",3.98612903225806,4.05461538461538,1.48529411764706,5
"1053","1",4.06230769230769,3.91892857142857,1.46033333333333,7
"1054","1",4.10344827586207,4.18071428571429,1.43791666666667,5
"1055","1",4.22357142857143,4.01785714285714,1.45392857142857,2
"1056","0",4.115,4.056,1.45392857142857,6
"1057","1",4.21766666666667,4.09833333333333,1.473,5
"1058","1",4.18827586206897,4.04206896551724,1.49066666666667,5
"1059","1",4.18827586206897,4.04206896551724,1.49928571428571,6
"1060","1",4.06230769230769,4.05461538461538,1.5041935483871,5
"1061","1",4.22357142857143,4.26666666666667,1.46741935483871,6
"1062","1",4.151,4.23678571428571,1.43866666666667,5
"1063","0",4.115,4.01214285714286,1.49928571428571,3
"1064","1",4.18827586206897,4.23678571428571,1.45233333333333,5
"1065","0",4.115,3.91892857142857,1.49928571428571,7
"1066","1",4.22357142857143,4.26666666666667,1.43965517241379,5
"1067","1",4.151,4.25666666666667,1.473,5
"1068","0",4.08806451612903,4.01214285714286,1.46033333333333,3
"1069","1",4.22357142857143,4.01785714285714,1.49066666666667,3
"1070","1",4.19125,4.25666666666667,1.46178571428571,6
"1071","1",4.05866666666667,4.17967741935484,1.45678571428571,7
"1072","1",4.18827586206897,4.23678571428571,1.43866666666667,6
"1073","1",4.16733333333333,4.04206896551724,1.445,5
"1074","0",4.03588235294118,4.18071428571429,1.50423076923077,5
"1075","1",4.09096774193548,4.08176470588235,1.41965517241379,6
"1076","0",4.119,4.15677419354839,1.43965517241379,4
"1077","1",4.19125,4.04166666666667,1.472,6
"1078","1",4.151,4.23678571428571,1.43791666666667,5
"1079","0",4.19266666666667,4.25666666666667,1.45233333333333,5
"1080","0",3.98612903225806,4.056,1.50423076923077,6
"1081","0",4.18,4.04166666666667,1.445,8
"1082","1",4.10344827586207,4.01214285714286,1.45392857142857,2
"1083","1",4.22357142857143,4.01785714285714,1.49928571428571,3
"1084","1",4.24448275862069,4.01785714285714,1.45392857142857,7
"1085","1",4.27266666666667,4.09833333333333,1.41965517241379,5
"1086","0",4.115,4.01214285714286,1.48931034482759,7
"1087","1",4.27266666666667,4.09833333333333,1.46741935483871,5
"1088","1",4.24448275862069,4.09833333333333,1.473,5
"1089","0",4.01964285714286,4.17967741935484,1.46033333333333,9
"1090","1",4.16733333333333,4.04166666666667,1.49928571428571,5
"1091","0",4.01964285714286,4.17967741935484,1.48529411764706,7
"1092","0",3.98612903225806,4.08176470588235,1.46033333333333,6
"1093","1",4.24448275862069,4.26666666666667,1.46741935483871,7
"1094","1",4.21766666666667,4.07310344827586,1.45233333333333,8
"1095","1",4.24448275862069,4.26666666666667,1.46178571428571,5
"1096","0",4.18,4.04206896551724,1.46571428571429,5
"1097","1",4.151,4.323,1.46178571428571,5
"1098","0",4.18,4.323,1.43791666666667,6
"1099","0",4.03588235294118,4.056,1.48529411764706,4
"1100","1",4.19125,4.04166666666667,1.445,8
"1101","0",4.03588235294118,4.01214285714286,1.5041935483871,3
"1102","1",4.06230769230769,4.18071428571429,1.46033333333333,2
"1103","1",4.24448275862069,4.01785714285714,1.49928571428571,2
"1104","0",3.98612903225806,4.15677419354839,1.5041935483871,4
"1105","1",4.27266666666667,3.968,1.472,3
"1106","1",4.22357142857143,3.968,1.472,3
"1107","1",4.16733333333333,4.323,1.43766666666667,6
"1108","1",4.22357142857143,3.968,1.49066666666667,3
"1109","1",4.21766666666667,4.07310344827586,1.45233333333333,6
"1110","0",3.98612903225806,4.25366666666667,1.56516129032258,6
"1111","0",4.18,4.323,1.46741935483871,6
"1112","1",4.09096774193548,4.17967741935484,1.45655172413793,5
"1113","1",4.234,3.968,1.445,2
"1114","1",4.18827586206897,4.323,1.43791666666667,8
"1115","1",4.05866666666667,4.23612903225806,1.46033333333333,7
"1116","1",4.24448275862069,4.07310344827586,1.473,8
"1117","0",4.15035714285714,4.15677419354839,1.45233333333333,8
"1118","0",4.08806451612903,4.11137931034483,1.5041935483871,9
"1119","0",4.18,4.25666666666667,1.43965517241379,6
"1120","0",4.08806451612903,4.23612903225806,1.5041935483871,5
"1121","1",4.22357142857143,4.26666666666667,1.45233333333333,6
"1122","1",4.06230769230769,4.15677419354839,1.45678571428571,2
"1123","1",4.21766666666667,4.26666666666667,1.45655172413793,8
"1124","1",4.19125,4.25666666666667,1.43791666666667,7
"1125","1",4.151,4.04206896551724,1.45392857142857,8
"1126","0",4.15035714285714,4.23612903225806,1.46741935483871,8
"1127","0",4.119,4.17967741935484,1.43866666666667,2
"1128","0",3.98612903225806,3.91892857142857,1.5041935483871,7
"1129","1",4.234,4.01785714285714,1.45392857142857,3
"1130","0",4.19266666666667,4.323,1.41965517241379,7
"1131","0",4.03588235294118,4.08176470588235,1.46033333333333,6
"1132","1",4.151,4.25666666666667,1.473,7
"1133","0",4.03588235294118,4.08176470588235,1.48529411764706,4
"1134","0",4.13034482758621,4.18071428571429,1.50333333333333,5
"1135","1",4.19125,4.19791666666667,1.41965517241379,8
"1136","1",4.18827586206897,4.04206896551724,1.445,8
"1137","1",4.16733333333333,4.04166666666667,1.46571428571429,6
"1138","0",4.08806451612903,4.056,1.45678571428571,5
"1139","0",4.03588235294118,4.056,1.46033333333333,9
"1140","1",4.18827586206897,4.04166666666667,1.48931034482759,5
"1141","0",4.03588235294118,4.18071428571429,1.56516129032258,6
"1142","1",4.27266666666667,4.01785714285714,1.445,3
"1143","0",4.18,4.23678571428571,1.46178571428571,8
"1144","1",4.06230769230769,4.056,1.48529411764706,4
"1145","0",4.19266666666667,4.04166666666667,1.45392857142857,6
"1146","1",4.09096774193548,4.056,1.46571428571429,5
"1147","1",4.21766666666667,4.07310344827586,1.46741935483871,8
"1148","1",4.19125,4.323,1.43766666666667,8
"1149","1",4.09096774193548,4.15677419354839,1.473,7
"1150","0",4.123,4.05461538461538,1.445,7
"1151","0",4.01964285714286,3.91892857142857,1.48529411764706,3
"1152","1",4.09096774193548,4.05461538461538,1.472,7
"1153","1",4.16733333333333,4.25666666666667,1.473,5
"1154","1",4.05866666666667,4.17967741935484,1.56516129032258,2
"1155","1",4.234,4.09833333333333,1.43965517241379,6
"1156","0",3.98612903225806,4.08176470588235,1.48529411764706,5
"1157","0",4.19266666666667,4.323,1.41965517241379,6
"1158","1",4.234,4.01785714285714,1.472,2
"1159","0",4.19266666666667,4.04206896551724,1.45392857142857,6
"1160","0",4.08806451612903,4.18071428571429,1.45678571428571,6
"1161","0",4.119,4.17967741935484,1.50333333333333,6
"1162","0",4.13034482758621,4.25366666666667,1.46741935483871,2
"1163","1",4.21766666666667,4.09833333333333,1.43791666666667,8
"1164","1",4.21766666666667,4.26666666666667,1.50333333333333,7
"1165","1",4.22357142857143,4.26666666666667,1.45233333333333,5
"1166","0",4.119,4.056,1.472,6
"1167","0",4.13034482758621,3.91892857142857,1.46571428571429,3
"1168","1",4.21766666666667,4.26666666666667,1.46178571428571,5
"1169","1",4.151,4.04166666666667,1.445,6
"1170","0",4.15035714285714,4.00066666666667,1.46571428571429,2
"1171","1",4.09096774193548,3.91892857142857,1.46571428571429,7
"1172","0",4.119,4.11137931034483,1.45233333333333,4
"1173","1",4.21766666666667,4.26666666666667,1.46178571428571,7
"1174","0",4.01964285714286,4.08176470588235,1.5041935483871,6
"1175","0",4.18,4.23678571428571,1.43965517241379,6
"1176","1",4.05866666666667,4.08176470588235,1.56516129032258,5
"1177","1",4.19125,4.323,1.45655172413793,5
"1178","1",4.151,4.04206896551724,1.48931034482759,6
"1179","1",4.05866666666667,3.91892857142857,1.48529411764706,3
"1180","1",4.09096774193548,4.17967741935484,1.45655172413793,6
"1181","1",4.21766666666667,4.07310344827586,1.473,8
"1182","1",4.18827586206897,4.25666666666667,1.473,6
"1183","0",3.98612903225806,3.91892857142857,1.45678571428571,3
"1184","1",4.19125,4.23678571428571,1.43791666666667,7
"1185","0",4.13034482758621,4.15677419354839,1.45233333333333,5
"1186","1",4.18827586206897,4.23678571428571,1.46741935483871,6
"1187","0",4.01964285714286,3.91892857142857,1.46033333333333,7
"1188","0",4.01964285714286,4.15677419354839,1.5041935483871,5
"1189","0",4.01964285714286,4.17967741935484,1.45678571428571,5
"1190","0",4.119,3.91892857142857,1.48931034482759,7
"1191","0",4.18,4.04166666666667,1.48931034482759,8
"1192","0",4.119,4.00066666666667,1.46571428571429,3
"1193","1",4.06230769230769,4.25366666666667,1.48529411764706,9
"1194","1",4.06230769230769,4.25366666666667,1.45678571428571,5
"1195","1",4.05866666666667,4.00066666666667,1.48529411764706,3
"1196","0",4.01964285714286,4.18071428571429,1.50423076923077,4
"1197","0",4.119,4.11137931034483,1.45655172413793,6
"1198","1",4.05866666666667,4.00066666666667,1.56516129032258,2
"1199","0",4.15035714285714,4.11137931034483,1.45233333333333,6
"1200","1",4.09096774193548,4.35827586206897,1.46741935483871,5
"1201","0",4.13034482758621,4.17967741935484,1.43965517241379,5
"1202","0",4.123,4.00066666666667,1.49928571428571,3
"1203","1",4.18827586206897,4.19791666666667,1.43965517241379,6
"1204","0",4.01964285714286,4.18071428571429,1.48529411764706,2
"1205","0",4.08806451612903,4.23612903225806,1.48529411764706,4
"1206","0",4.13034482758621,4.23612903225806,1.43766666666667,9
"1207","0",4.18,4.25666666666667,1.41965517241379,6
"1208","0",4.01964285714286,4.01214285714286,1.45678571428571,3
"1209","1",4.19125,4.323,1.473,8
"1210","0",4.01964285714286,4.00066666666667,1.5041935483871,7
"1211","1",4.06230769230769,4.25366666666667,1.5041935483871,5
"1212","0",4.01964285714286,4.11137931034483,1.45678571428571,5
"1213","1",4.06230769230769,4.056,1.45678571428571,4
"1214","0",4.119,4.00066666666667,1.472,3
"1215","0",4.119,4.11137931034483,1.45233333333333,5
"1216","1",4.21766666666667,4.07310344827586,1.45655172413793,5
"1217","1",4.05866666666667,4.056,1.45678571428571,2
"1218","0",4.115,4.11137931034483,1.45655172413793,2
"1219","1",4.19125,4.04206896551724,1.46571428571429,8
"1220","0",4.18,4.323,1.43965517241379,8
"1221","1",4.18827586206897,4.19791666666667,1.45233333333333,5
"1222","1",4.10344827586207,4.08176470588235,1.43766666666667,5
"1223","1",4.18827586206897,4.25666666666667,1.46178571428571,7
"1224","1",4.18827586206897,4.23678571428571,1.45233333333333,6
"1225","1",4.16733333333333,4.04206896551724,1.45392857142857,6
"1226","0",4.123,4.00066666666667,1.48931034482759,2
"1227","0",4.01964285714286,4.15677419354839,1.46033333333333,5
"1228","1",4.05866666666667,4.11137931034483,1.48529411764706,6
"1229","1",4.09096774193548,4.056,1.45392857142857,6
"1230","0",4.115,4.15677419354839,1.43766666666667,5
"1231","1",4.10344827586207,4.01214285714286,1.46571428571429,7
"1232","0",4.123,4.11137931034483,1.43791666666667,6
"1233","0",4.01964285714286,4.05461538461538,1.50423076923077,5
"1234","1",4.151,4.323,1.43766666666667,7
"1235","0",4.01964285714286,4.05461538461538,1.5041935483871,9
"1236","1",4.18827586206897,4.323,1.43866666666667,7
"1237","1",4.151,4.23678571428571,1.43791666666667,5
"1238","1",4.05866666666667,4.23612903225806,1.56516129032258,9
"1239","0",4.18,4.23678571428571,1.473,5
"1240","1",4.09096774193548,4.17967741935484,1.43791666666667,7
"1241","1",4.10344827586207,4.35827586206897,1.45655172413793,9
"1242","0",4.03588235294118,4.00066666666667,1.5041935483871,7
"1243","0",4.115,4.05461538461538,1.49066666666667,7
"1244","1",4.27266666666667,3.968,1.445,3
"1245","1",4.24448275862069,4.07310344827586,1.41965517241379,8
"1246","1",4.06230769230769,4.08176470588235,1.56516129032258,5
"1247","0",4.119,4.08176470588235,1.43866666666667,5
"1248","0",4.03588235294118,4.23612903225806,1.50423076923077,7
"1249","0",4.03588235294118,4.17967741935484,1.48529411764706,9
"1250","1",4.27266666666667,3.968,1.45392857142857,7
"1251","1",4.16733333333333,4.25666666666667,1.45655172413793,5
"1252","0",4.15035714285714,4.17967741935484,1.43866666666667,6
"1253","1",4.27266666666667,4.01785714285714,1.48931034482759,3
"1254","1",4.21766666666667,4.01785714285714,1.445,7
"1255","0",4.08806451612903,4.25366666666667,1.45678571428571,6
"1256","0",4.08806451612903,4.00066666666667,1.46033333333333,3
"1257","0",4.08806451612903,4.05461538461538,1.56516129032258,5
"1258","1",4.234,4.26666666666667,1.46178571428571,8
"1259","1",4.05866666666667,4.056,1.5041935483871,2
"1260","0",4.123,4.056,1.472,6
"1261","1",4.18827586206897,4.25666666666667,1.43965517241379,8
"1262","1",4.16733333333333,4.04206896551724,1.49928571428571,8
"1263","1",4.27266666666667,4.09833333333333,1.46741935483871,6
"1264","1",4.151,4.04166666666667,1.46571428571429,8
"1265","1",4.22357142857143,4.26666666666667,1.46178571428571,6
"1266","1",4.09096774193548,4.05461538461538,1.49928571428571,2
"1267","1",4.24448275862069,4.01785714285714,1.49928571428571,7
"1268","1",4.27266666666667,4.09833333333333,1.43965517241379,6
"1269","0",4.15035714285714,3.91892857142857,1.46571428571429,3
"1270","1",4.05866666666667,4.056,1.48529411764706,9
"1271","0",4.123,4.35827586206897,1.50333333333333,4
"1272","0",4.115,4.01214285714286,1.472,7
"1273","1",4.151,4.323,1.45655172413793,5
"1274","1",4.24448275862069,3.968,1.46571428571429,7
"1275","0",4.03588235294118,4.18071428571429,1.48529411764706,5
"1276","1",4.09096774193548,4.15677419354839,1.43866666666667,5
"1277","0",4.18,4.19791666666667,1.43965517241379,8
"1278","0",4.18,4.323,1.473,6
"1279","1",4.151,4.23678571428571,1.45655172413793,7
"1280","0",4.08806451612903,4.25366666666667,1.50423076923077,2
"1281","1",4.06230769230769,4.05461538461538,1.50423076923077,9
"1282","1",4.18827586206897,4.323,1.43866666666667,7
"1283","0",4.03588235294118,4.11137931034483,1.56516129032258,2
"1284","1",4.21766666666667,3.968,1.45392857142857,3
"1285","0",4.08806451612903,3.91892857142857,1.50423076923077,2
"1286","0",4.13034482758621,4.05461538461538,1.48931034482759,9
"1287","0",4.15035714285714,4.08176470588235,1.50333333333333,6
"1288","0",4.19266666666667,4.04206896551724,1.472,6
"1289","0",4.08806451612903,4.01214285714286,1.45678571428571,3
"1290","0",3.98612903225806,4.00066666666667,1.48529411764706,3
"1291","0",4.123,4.056,1.49928571428571,9
"1292","0",4.08806451612903,4.15677419354839,1.46033333333333,2
"1293","1",4.27266666666667,4.07310344827586,1.46741935483871,6
"1294","0",4.123,4.25366666666667,1.43791666666667,7
"1295","1",4.27266666666667,4.09833333333333,1.473,5
"1296","1",4.10344827586207,4.11137931034483,1.46741935483871,6
"1297","0",4.01964285714286,4.11137931034483,1.48529411764706,6
"1298","1",4.19125,4.323,1.473,5
"1299","1",4.234,4.07310344827586,1.43791666666667,7
"1300","0",3.98612903225806,4.17967741935484,1.50423076923077,5
"1301","1",4.24448275862069,4.26666666666667,1.45233333333333,5
"1302","0",4.18,4.323,1.43766666666667,6
"1303","1",4.06230769230769,4.056,1.48529411764706,7
"1304","1",4.27266666666667,4.01785714285714,1.45392857142857,3
"1305","1",4.151,4.23678571428571,1.45233333333333,6
"1306","1",4.16733333333333,4.323,1.45655172413793,7
"1307","0",4.08806451612903,4.056,1.46033333333333,5
"1308","0",4.01964285714286,4.056,1.46033333333333,2
"1309","1",4.21766666666667,4.09833333333333,1.473,8
"1310","1",4.06230769230769,4.18071428571429,1.50423076923077,9
"1311","1",4.151,4.19791666666667,1.50333333333333,6
"1312","0",4.19266666666667,4.04206896551724,1.445,7
"1313","0",4.115,4.25366666666667,1.50333333333333,2
"1314","0",4.03588235294118,4.25366666666667,1.45678571428571,6
"1315","1",4.22357142857143,4.07310344827586,1.41965517241379,6
"1316","1",4.06230769230769,3.91892857142857,1.45678571428571,3
"1317","1",4.18827586206897,4.323,1.50333333333333,6
"1318","0",4.13034482758621,4.056,1.48931034482759,2
"1319","1",4.27266666666667,4.09833333333333,1.46178571428571,6
"1320","1",4.27266666666667,4.09833333333333,1.473,6
"1321","0",3.98612903225806,4.11137931034483,1.5041935483871,5
"1322","1",4.05866666666667,4.25366666666667,1.56516129032258,6
"1323","1",4.19125,4.25666666666667,1.473,6
"1324","1",4.16733333333333,4.25666666666667,1.46741935483871,5
"1325","0",4.115,4.23612903225806,1.45655172413793,9
"1326","0",3.98612903225806,4.25366666666667,1.56516129032258,4
"1327","0",4.119,4.08176470588235,1.46741935483871,4
"1328","0",4.19266666666667,4.04166666666667,1.472,8
"1329","0",4.08806451612903,4.056,1.45678571428571,2
"1330","0",4.123,4.23612903225806,1.50333333333333,5
"1331","0",4.03588235294118,4.00066666666667,1.56516129032258,7
"1332","1",4.27266666666667,4.26666666666667,1.45655172413793,8
"1333","1",4.09096774193548,4.056,1.45392857142857,5
"1334","1",4.18827586206897,4.25666666666667,1.43965517241379,8
"1335","1",4.10344827586207,4.25366666666667,1.46741935483871,2
"1336","0",4.13034482758621,4.11137931034483,1.50333333333333,2
